id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-011,extractiva,META,a6_cifras_texto,1,0,0,"Según la sección MD&A del informe anual Formulario 10-K de Meta para el ejercicio fiscal 2025, la compañía anticipa realizar inversiones en capital (capital expenditures) de aproximadamente entre 115.000 millones y 135.000 millones de dólares ($115 billion to $135 billion) en 2026 para respaldar sus iniciativas de inteligencia artificial y su negocio principal.",,,,USD,2025,texto,We anticipate making capital expenditures of approximately $115 billion to $135 billion in 2026 to support our AI efforts and core business.,META-2025-7-0031,list_available → search_filings,2,9567,18875,0.0779565,110.85360309993848,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,2.0
gX-012,extractiva,NVDA,a6_cifras_texto,1,0,0,"Al cierre del ejercicio fiscal 2025, NVIDIA realizó un análisis de sensibilidad sobre su cartera de inversiones expuesta a riesgo de tipo de interés, concluyendo que desplazamientos paralelos en la curva de tipos de interés de +/- 0,5% resultarían en una variación en el valor razonable de dichas inversiones de 238 millones de dólares.",238000000.0,,,USD,2025,texto,"According to our analysis, parallel shifts in the yield curve of plus or minus 0.5% would result in a change in fair value for these investments of $238 million.",NVDA-2025-7A-0000,search_filings,1,5133,1183,0.008286,17.734148600138724,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,1.0
gX-013,comparativa,MSFT,a6_cifras_texto,1,0,0,"Los ingresos de Microsoft aumentaron en 36.602.000.000 USD (+14,93%, o un 15% según el informe), pasando de 245.122.000.000 USD en el ejercicio fiscal 2024 a 281.724.000.000 USD en el ejercicio fiscal 2025. El crecimiento se registró en todos los segmentos de negocio, impulsado principalmente por Azure en Intelligent Cloud, Microsoft 365 Commercial cloud en Productivity and Business Processes, y Gaming junto con publicidad en búsquedas en More Personal Computing.",281724000000.0,281724000000.0,1.0,USD,2025,ambas,Revenue increased $36.6 billion or 15% with growth across each of our segments.,MSFT-2025-7-0007,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → search_filings,5,19050,1939,0.02155875,51.581305500119925,False,False,False,0,False,1,1,1,False,1,True,True,True,,True,False,True,1.0
gX-014,comparativa,NVDA,a6_cifras_texto,1,0,0,"El beneficio neto (NetIncomeLoss) de NVIDIA aumentó en 43.120.000.000 USD (un incremento del 144,89%), pasando de 29.760.000.000 USD en el ejercicio fiscal 2024 (FY2024) a 72.880.000.000 USD en el ejercicio fiscal 2025 (FY2025). Este fuerte crecimiento se vio impulsado principalmente por el aumento en los ingresos del segmento Data Center y la demanda de la arquitectura Hopper para aplicaciones de inteligencia artificial acelerada y modelos de lenguaje.",72880000000.0,72880000000.0,1.0,USD,2025,ambas,Gross margin increased in fiscal year 2025 driven by a higher mix of Data Center revenue.,NVDA-2025-7-0007,get_xbrl_fact → get_xbrl_fact → search_filings → search_filings → search_filings,5,15868,2036,0.019536,87.4466107999906,False,False,False,0,False,3,3,3,False,3,True,True,True,,True,False,True,2.0
gX-015,comparativa,GOOGL,a6_cifras_texto,1,0,0,"Los ingresos de Alphabet crecieron un 15,09% entre FY2024 y FY2025, lo que representa un aumento absoluto de 52.818.000.000 USD (pasando de 350.018.000.000 USD a 402.836.000.000 USD). El crecimiento estuvo impulsado principalmente por el aumento en los ingresos de Google Search & other (+26.400 millones de USD), así como por el crecimiento en Google Cloud (+15.500 millones de USD) y suscripciones.",402836000000.0,402836000000.0,1.0,USD,2025,ambas,Google Search & other revenues increased $26.4 billion from 2024 to 2025.,GOOGL-2025-7-0012,list_available → get_xbrl_fact → get_xbrl_fact → search_filings,4,12811,1791,0.0163245,25.159989799838513,False,False,False,0,False,1,1,1,False,1,True,True,True,,True,False,True,2.0
gX-016,comparativa,META,a6_cifras_texto,1,1,0,"El beneficio neto (NetIncomeLoss) de Meta bajó en 1.902.000.000 USD (-3,05%), situándose en 60.458.000.000 USD en FY2025 frente a los 62.360.000.000 USD de FY2024, a pesar de que el resultado de explotación aumentó de 69.380.000.000 USD a 83.276.000.000 USD (+20,03%). El motivo principal fue un fuerte incremento en la provisión para impuestos sobre las ganancias (aumentó 17.174 millones de dólares o un 207%, pasando el tipo impositivo efectivo del 12% al 30%), derivado de la promulgación de la ley fiscal estadounidense ""One Big Beautiful Bill Act"" (OBBBA) en julio de 2025, la cual motivó un cargo de 15.930 millones de dólares (incluyendo una provisión por valoración de 14.030 millones contra activos por impuestos diferidos asociada al Corporate Alternative Minimum Tax).",60458000000.0,60458000000.0,1.0,USD,2025,ambas,"Our provision for income taxes in 2025 increased $17.17 billion or 207% compared to 2024, primarily due to an increase in the effective tax rate.",META-2025-7-0028,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → search_filings,7,15086,2477,0.02060325,32.98020670004189,False,False,False,0,False,1,1,1,False,0,True,True,True,,True,False,False,24.0
gX-017,comparativa,AAPL,a6_cifras_texto,1,0,0,"Las ventas netas de Apple aumentaron en 25.126.000.000 USD (+6,43%), pasando de 391.035.000.000 USD en el ejercicio fiscal 2024 a 416.161.000.000 USD en el ejercicio fiscal 2025. Este crecimiento estuvo impulsado principalmente por el aumento en las ventas de Servicios y de modelos Pro de iPhone, así como de la línea Mac.",416161000000.0,416161000000.0,1.0,USD,2025,ambas,iPhone net sales increased during 2025 compared to 2024 due to higher net sales of Pro models.,AAPL-2025-7-0003,list_available → get_xbrl_fact → get_xbrl_fact → search_filings → search_filings,5,18837,2248,0.02255775,49.57751580001786,False,False,False,0,False,2,2,2,False,1,True,True,True,,True,False,True,1.0
gX-018,comparativa,AMZN,a6_cifras_texto,1,0,0,"El flujo de caja de las actividades de explotación (operating cash flow) de Amazon pasó de 115.877.000.000 USD en FY2024 a 139.514.000.000 USD en FY2025. Esto representa un crecimiento de 23.637.000.000 USD, lo que equivale a un aumento del 20,40% (+20,4%). Según la compañía, este incremento se debió principalmente al aumento del resultado neto (excluyendo gastos no monetarios) y a las variaciones en el capital circulante (working capital).",139514000000.0,139514000000.0,1.0,USD,2025,ambas,"The increase in operating cash flow in 2025, compared to the prior year, was due to an increase in net income (loss), excluding non-cash expenses, and changes in working capital.",AMZN-2025-7-0007,list_available → get_xbrl_fact → get_xbrl_fact → search_filings,4,15605,1501,0.0173325,47.32637399993837,False,False,False,0,False,1,1,1,False,1,True,True,True,,True,False,True,2.0
gX-019,comparativa,NVDA,a6_cifras_texto,1,0,0,"No, no significa que haya ganado menos por acción. En junio de 2024, NVIDIA llevó a cabo un split de acciones de 10 por 1 (ten-for-one stock split). El dato de BPA diluido en el XBRL de FY2024 (11,93 USD) no está ajustado por dicho split. Al ajustarlo por el ratio de 10 a 1, el BPA diluido de FY2024 pasa a ser de 1,193 USD por acción. Comparando la cifra ajustada de FY2024 (1,193 USD) con los 2,94 USD de FY2025, el BPA diluido en realidad aumentó un 146,44% (+1,747 USD por acción).",2.94,2.94,1.0,USD/shares,2025,ambas,"In June 2024, we executed a ten-for-one stock split of our common stock. All share, equity award, and per share amounts and related shareholders' equity balances presented herein have been retroactively adjusted to reflect the Stock Split.",NVDA-2025-8-0015,get_xbrl_fact → get_xbrl_fact → search_filings,3,7423,1514,0.01124475,19.52861460018903,False,False,False,0,False,1,1,1,False,0,True,True,True,,True,False,True,1.0
gX-020,comparativa,META,a6_cifras_texto,1,0,0,"Los ingresos de Meta aumentaron de 164.501.000.000 USD en FY2024 a 200.966.000.000 USD en FY2025, lo que supone un incremento de 36.465.000.000 USD (+22,17%). En cuanto a la distribución por regiones según la geografía del usuario (reportada en el MD&A), los ingresos crecieron un 21% en Estados Unidos y Canadá, un 24% en Europa, un 20% en Asia-Pacífico y un 27% en el Resto del Mundo frente a 2024. (Por dirección del cliente, según la Nota 2, alcanzaron 78.866 millones de USD en EE. UU. y Canadá, 46.569 millones en Europa, 53.817 millones en Asia-Pacífico y 21.714 millones en Resto del Mundo).",200966000000.0,200966000000.0,1.0,USD,2025,ambas,"In 2025, revenue increased by 21% in United States & Canada, 24% in Europe, 20% in Asia-Pacific, and 27% in Rest of World, in each case relative to 2024.",META-2025-7-0009,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → search_filings → search_filings,7,24635,2913,0.0294,44.99339579977095,False,False,False,0,False,2,2,2,False,2,True,True,True,,True,False,True,3.0
