id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-011,extractiva,META,a4_comparativas,2,0,0,"Según la sección de MD&A (Item 7) del informe 10-K de FY2025, Meta anticipa realizar inversiones en capital (capital expenditures) de aproximadamente entre 115.000 millones y 135.000 millones de dólares en 2026 para respaldar sus iniciativas de inteligencia artificial y su negocio principal.",,,,,2025,texto,We anticipate making capital expenditures of approximately $115 billion to $135 billion in 2026 to support our AI efforts and core business.,META-2025-7-0031,list_available → search_filings → search_filings → search_filings → get_xbrl_fact,5,18806,1680,0.0204045,117.90632400009781,False,False,False,0,False,3,3,3,False,2,True,,True,,True,False,True,2.0
gX-012,extractiva,NVDA,a4_comparativas,2,0,0,"Al cierre del ejercicio fiscal 2025, NVIDIA indica haber realizado un análisis de sensibilidad sobre su cartera de inversiones en el que estimó que desplazamientos paralelos en la curva de tipos de interés (yield curve) de más o menos un 0,5% (+/- 0,5%) resultarían en una variación en el valor razonable de dichas inversiones de 238 millones de dólares.",,,,,2025,texto,"According to our analysis, parallel shifts in the yield curve of plus or minus 0.5% would result in a change in fair value for these investments of $238 million.",NVDA-2025-7A-0000,list_available → search_filings,2,6809,1274,0.00988425,12.739548500161618,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,1.0
gX-013,comparativa,MSFT,a4_comparativas,2,0,0,"Los ingresos de Microsoft pasaron de 245.122.000.000 USD en el ejercicio FY2024 a 281.724.000.000 USD en el FY2025 (reportados bajo RevenueFromContractWithCustomerExcludingAssessedTax), lo que representa un aumento absoluto de 36.602.000.000 USD, es decir, un crecimiento del 14,93%. Este avance estuvo impulsado principalmente por el negocio de la nube, donde los ingresos de Microsoft Cloud aumentaron un 23%.",281724000000.0,281724000000.0,1.0,USD,2025,ambas,Microsoft Cloud revenue increased 23% to $168.9 billion.,MSFT-2025-7-0001,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → search_filings → search_filings → search_filings → search_filings,9,34016,2430,0.0346245,112.36203840002418,False,False,False,0,True,4,4,4,False,3,True,True,True,,True,False,True,1.0
gX-014,comparativa,NVDA,a4_comparativas,2,0,0,"El beneficio neto (NetIncomeLoss) de NVIDIA aumentó en 43.120.000.000 USD (un incremento del 144,89% o aproximadamente 145%), pasando de 29.760.000.000 USD en FY2024 a 72.880.000.000 USD en FY2025. Este crecimiento estuvo impulsado principalmente por el aumento del 114% en los ingresos totales (hasta 130.497 millones de dólares), liderado por el segmento Data Center (con un alza interanual del 142%) gracias a la fuerte demanda de plataformas de computación acelerada de arquitectura Hopper para modelos de lenguaje grande e inteligencia artificial generativa, junto con una expansión en el margen bruto.",72880000000.0,72880000000.0,1.0,USD,2025,ambas,"The strong year-on-year growth was driven by demand for our Hopper architecture accelerated computing platform used for large language models, recommendation engines, and generative AI applications.",NVDA-2025-7-0007,get_xbrl_fact → get_xbrl_fact → search_filings,3,7427,1564,0.01143525,58.98958980012685,False,False,False,0,False,1,1,1,False,1,True,True,True,,True,False,True,2.0
gX-015,comparativa,GOOGL,a4_comparativas,2,0,0,"Los ingresos totales de Alphabet aumentaron de 350.018.000.000 USD en el ejercicio fiscal 2024 a 402.836.000.000 USD en el ejercicio fiscal 2025, lo que representa un crecimiento absoluto de 52.818.000.000 USD (+15,09%). Este incremento estuvo impulsado principalmente por el crecimiento en Google Services (especialmente en Google Search & other y suscripciones) y la expansión de Google Cloud.",402836000000.0,402836000000.0,1.0,USD,2025,ambas,Google Search & other revenues increased $26.4 billion from 2024 to 2025. The overall growth was driven by interrelated factors including increases in search queries resulting from growth in user adoption and usage on mobile devices; growth in advertiser spending; and improvements we have made in ad formats and delivery.,GOOGL-2025-7-0012,list_available → get_xbrl_fact → get_xbrl_fact → search_filings → search_filings → search_filings → search_filings,7,28038,2247,0.02945475,80.50240119965747,False,False,False,0,False,4,4,4,False,3,True,True,True,,True,False,True,2.0
gX-016,comparativa,META,a4_comparativas,2,0,0,"El beneficio neto de Meta bajó un 3,05% (-1.902.000.000 USD), pasando de 62.360.000.000 USD en FY2024 a 60.458.000.000 USD en FY2025, a pesar de que el resultado de explotación aumentó un 20,03% (de 69.380.000.000 USD a 83.276.000.000 USD). La caída del beneficio neto se debió a un fuerte aumento en la provisión para impuestos sobre la renta (que pasó de 8.303 millones a 25.474 millones de dólares, elevando la tasa impositiva efectiva del 12% al 30%). Este incremento estuvo motivado por la promulgación de la ley fiscal estadounidense One Big Beautiful Bill Act (OBBBA) en julio de 2025, que obligó a Meta a registrar un cargo fiscal de 15.930 millones de dólares en el tercer trimestre (principalmente una provisión de valoración de 14.030 millones sobre activos por impuestos diferidos ante el Corporate Alternative Minimum Tax).",60458000000.0,60458000000.0,1.0,USD,2025,ambas,"Our effective tax rate in 2025 increased compared to 2024, mostly due to the effects of OBBBA.",META-2025-7-0028,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → search_filings,6,11416,2524,0.018027,32.86492530023679,False,False,False,0,False,1,1,1,False,0,True,True,True,,True,False,False,24.0
gX-017,comparativa,AAPL,a4_comparativas,2,0,0,"Las ventas netas de Apple aumentaron de 391.035.000.000 USD en FY2024 a 416.161.000.000 USD en FY2025, lo que supone un incremento de 25.126.000.000 USD (+6,43%). Según el informe de gestión (MD&A), el crecimiento estuvo impulsado principalmente por el aumento en las ventas de Servicios (publicidad, App Store y servicios en la nube) y de iPhone (modelos Pro).",416161000000.0,416161000000.0,1.0,USD,2025,ambas,"Services net sales increased during 2025 compared to 2024 primarily due to higher net sales from advertising, the App Store and cloud services.",AAPL-2025-7-0003,list_available → get_xbrl_fact → get_xbrl_fact → search_filings,4,10549,1550,0.01372425,46.991969199851155,False,False,False,0,False,1,1,1,False,0,True,True,True,,True,False,True,1.0
gX-018,comparativa,AMZN,a4_comparativas,2,0,0,"El flujo de caja de las actividades de explotación (operating cash flow) de Amazon pasó de 115.877.000.000 USD en el ejercicio 2024 a 139.514.000.000 USD en el ejercicio 2025. Esto representa un incremento absoluto de 23.637.000.000 USD, lo que equivale a un crecimiento relativo del 20,40%. Según la dirección en el MD&A, este aumento se debió a un incremento en el beneficio neto (excluyendo gastos no monetarios) y a variaciones en el capital de trabajo.",139514000000.0,139514000000.0,1.0,USD,2025,ambas,"The increase in operating cash flow in 2025, compared to the prior year, was due to an increase in net income (loss), excluding non-cash expenses, and changes in working capital.",AMZN-2025-7-0007,list_available → get_xbrl_fact → get_xbrl_fact → search_filings,4,11506,1505,0.01427325,35.135467999614775,False,False,False,0,False,1,1,1,False,1,True,True,True,,True,False,True,2.0
gX-019,comparativa,NVDA,a4_comparativas,2,0,0,"No, no significa que NVIDIA haya ganado menos por acción; al contrario, su beneficio por acción aumentó significativamente. La aparente reducción de 11,93 a 2,94 se debe a que en junio de 2024 la compañía ejecutó un split de acciones de 10 por 1 (ten-for-one stock split). La cifra XBRL de FY2024 (11,93 USD/acción) no está ajustada por el split en su informe original. Al ajustarla dividiendo entre 10 para hacerla comparable, el BPA diluido de FY2024 pasa a ser de 1,19 USD/acción (1,193 USD). Por tanto, en términos homogéneos, el BPA diluido creció de 1,19 USD en FY2024 a 2,94 USD en FY2025, lo que representa un incremento de +1,75 USD (+146,4%).",2.94,2.94,1.0,USD/shares,2025,ambas,"In June 2024, we executed a ten-for-one stock split of our common stock. All share, equity award, and per share amounts and related shareholders' equity balances presented herein have been retroactively adjusted to reflect the Stock Split.",NVDA-2025-8-0015,list_available → get_xbrl_fact → get_xbrl_fact → search_filings → search_filings,5,17429,2268,0.02157675,81.0177461002022,False,False,False,0,False,2,2,2,False,0,True,True,True,,True,False,True,1.0
gX-020,comparativa,META,a4_comparativas,2,0,0,"Entre FY2024 y FY2025, los ingresos de Meta aumentaron en 36.465.000.000 USD (un crecimiento del 22,17%), pasando de 164.501.000.000 USD en 2024 a 200.966.000.000 USD en 2025.

En cuanto al reparto por regiones, la compañía desglosa la evolución según la geografía del usuario (donde se entregan las impresiones o actividad generadora de ingresos):
- United States & Canada: creció un 21%.
- Europe: creció un 24%.
- Asia-Pacific: creció un 20%.
- Rest of World: creció un 27%.

Asimismo, según la dirección de facturación de los clientes (Nota 2, Item 8), los ingresos se distribuyeron en:
- United States and Canada: de 63.207 millones a 78.866 millones de USD (+24,78%).
- Europe: de 38.361 millones a 46.569 millones de USD (+21,40%).
- Asia-Pacific: de 45.009 millones a 53.817 millones de USD (+19,57%).
- Rest of World: de 17.924 millones a 21.714 millones de USD (+21,14%).",200966000000.0,200966000000.0,1.0,USD,2025,ambas,"In 2025, revenue increased by 21% in United States & Canada, 24% in Europe, 20% in Asia-Pacific, and 27% in Rest of World, in each case relative to 2024.",META-2025-7-0009,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → search_filings → search_filings,6,20735,2483,0.0248625,72.11236159969121,False,False,False,0,False,2,2,2,False,1,True,True,True,,True,False,True,3.0
